corp_id,corp_name,in_stlmt_tot,res_nrl,public_xfr_in,public_xfr_out,net_pub_xfr,xfr_ch_schlsp_out,net_xfr,xfr_out_tot,xfr_out_tot_rate,xfr_in_rate,pr_xfr_out_rate,net_xfr_rate,yr
8045,Manchester Community Schools,1347,1222,185,119,66,6,60,125,9,14,0,4,2022-08-01
8050,MSD Wabash County Schools,1740,1323,775,398,377,19,358,417,24,45,1,21,2022-08-01
8060,Wabash City Schools,1492,1110,327,369,-42,13,-55,382,26,22,1,-4,2022-08-01
8115,MSD Warren County,1420,1344,0,71,-71,5,-76,76,5,0,0,-5,2022-08-01
8130,Warrick County School Corp,10621,9715,226,551,-325,355,-680,906,9,2,3,-6,2022-08-01
8205,Salem Community Schools,1921,1565,133,352,-219,4,-223,356,19,7,0,-12,2022-08-01
8215,East Washington School Corp,1367,1161,176,197,-21,9,-30,206,15,13,1,-2,2022-08-01
8220,West Washington School Corp,779,647,228,125,103,7,96,132,17,29,1,12,2022-08-01
8305,Nettle Creek School Corporation,953,794,272,157,115,2,113,159,17,29,0,12,2022-08-01
8355,Western Wayne Schools,800,619,118,169,-51,12,-63,181,23,15,2,-8,2022-08-01
8360,Centerville-Abington Com Schs,1409,1274,463,115,348,20,328,135,10,33,1,23,2022-08-01
8375,Northeastern Wayne Schools,921,826,427,82,345,13,332,95,10,46,1,36,2022-08-01
8385,Richmond Community Schools,5492,4264,93,973,-880,255,-1135,1228,22,2,5,-21,2022-08-01
8425,Southern Wells Com Schools,696,589,260,106,154,1,153,107,15,37,0,22,2022-08-01
8435,Northern Wells Community Schools,2304,1959,436,315,121,30,91,345,15,19,1,4,2022-08-01
8445,MSD Bluffton-Harrison,1556,1368,343,186,157,2,155,188,12,22,0,10,2022-08-01
8515,North White School Corp,1004,866,22,138,-116,0,-116,138,14,2,0,-12,2022-08-01
8525,Frontier School Corporation,701,586,69,110,-41,5,-46,115,16,10,1,-7,2022-08-01
8535,Tri-County School Corporation,749,685,60,64,-4,0,-4,64,9,8,0,-1,2022-08-01
8565,Twin Lakes School Corp,2186,2045,135,124,11,17,-6,141,6,6,1,-0,2022-08-01
8625,Smith-Green Community Schools,1083,962,212,99,113,22,91,121,11,20,2,8,2022-08-01
8665,Whitley County Con Schools,3522,3222,306,230,76,70,6,300,9,9,2,0,2022-08-01
0015,Adams Central Community Schools,1049,964,304,77,227,8,219,85,8,29,1,21,2021-08-01
0025,North Adams Community Schools,1935,1465,98,333,-235,137,-372,470,24,5,7,-19,2021-08-01
0035,South Adams Schools,1183,1095,85,85,0,3,-3,88,7,7,0,-0,2021-08-01
0125,MSD Southwest Allen County Schls,7873,7513,110,135,-25,225,-250,360,5,1,3,-3,2021-08-01
0225,Northwest Allen County Schools,8317,7795,63,298,-235,224,-459,522,6,1,3,-6,2021-08-01
0235,Fort Wayne Community Schools,34224,27625,67,2514,-2447,4085,-6532,6599,19,0,12,-19,2021-08-01
0255,East Allen County Schools,10232,8758,873,492,381,982,-601,1474,14,9,10,-6,2021-08-01
0365,Bartholomew Con School Corp,11695,10840,325,394,-69,461,-530,855,7,3,4,-5,2021-08-01
0370,Flat Rock-Hawcreek School Corp,888,794,168,87,81,7,74,94,11,19,1,8,2021-08-01
0395,Benton Community School Corp,1767,1557,66,145,-79,65,-144,210,12,4,4,-8,2021-08-01
0515,Blackford County Schools,1721,1480,32,237,-205,4,-209,241,14,2,0,-12,2021-08-01
0615,Western Boone Co Com Sch Dist,1537,1435,201,92,109,10,99,102,7,13,1,6,2021-08-01
0630,Zionsville Community Schools,7378,7230,45,113,-68,35,-103,148,2,1,0,-1,2021-08-01
0665,Lebanon Community School Corp,3511,3182,84,266,-182,63,-245,329,9,2,2,-7,2021-08-01
0670,Brown County School Corporation,1866,1607,62,237,-175,22,-197,259,14,3,1,-11,2021-08-01
0750,Carroll Consolidated School Corp,1074,929,81,136,-55,9,-64,145,14,8,1,-6,2021-08-01
0755,Delphi Community School Corp,1427,1288,97,125,-28,14,-42,139,10,7,1,-3,2021-08-01
0775,Pioneer Regional School Corp,993,907,31,85,-54,1,-55,86,9,3,0,-6,2021-08-01
0815,Lewis Cass Schools,1297,1055,214,240,-26,2,-28,242,19,16,0,-2,2021-08-01
0875,Logansport Community Sch Corp,4246,4008,194,237,-43,1,-44,238,6,5,0,-1,2021-08-01
0935,Borden-Henryville School Corp,2026,1541,194,443,-249,42,-291,485,24,10,2,-14,2021-08-01
0945,Silver Creek School Corporation,2881,2320,459,480,-21,81,-102,561,19,16,3,-4,2021-08-01
1000,Clarksville Community School Corp,1320,937,2885,330,2555,53,2502,383,29,219,4,190,2021-08-01
1010,Greater Clark County Schools,11623,9842,379,1496,-1117,285,-1402,1781,15,3,2,-12,2021-08-01
1125,Clay Community Schools,3956,3733,214,223,-9,0,-9,223,6,5,0,-0,2021-08-01
1150,Clinton Central School Corporation,798,657,121,132,-11,9,-20,141,18,15,1,-3,2021-08-01
1160,Clinton Prairie School Corporation,1028,922,255,88,167,18,149,106,10,25,2,14,2021-08-01
1170,Community Schools of Frankfort,3366,2891,85,456,-371,19,-390,475,14,3,1,-12,2021-08-01
1180,Rossville Con School District,842,771,151,57,94,14,80,71,8,18,2,10,2021-08-01
1300,Crawford County Community Sch Corp,1486,1284,51,199,-148,3,-151,202,14,3,0,-10,2021-08-01
1315,Barr-Reeve Community Schools Inc,751,677,311,69,242,5,237,74,10,41,1,32,2021-08-01
1375,North Daviess Com Schools,1025,941,177,79,98,5,93,84,8,17,0,9,2021-08-01
1405,Washington Community Schools,2921,2403,19,352,-333,166,-499,518,18,1,6,-17,2021-08-01
1560,Sunman-Dearborn Com Sch Corp,3914,3476,194,343,-149,95,-244,438,11,5,2,-6,2021-08-01
