corp_name,corp_id,STATEFP,UNSDLEA,AFFGEOID,GEOID,STUSPS,STATE_NAME,LSAD,ALAND,AWATER,geometry
Peru Community Schools,5635,18,08850,9700000US1808850,1808850,IN,Indiana,00,109284507,1918542,"list(list(c(-86.053551, -86.052335, -86.051509, -86.043876, -86.043843, -86.050982, -86.053465, -86.053456, -86.054336, -86.053551, 40.741721, 40.743098, 40.742988, 40.739844, 40.736383, 40.736474, 40.736446, 40.739485, 40.740375, 40.741721)), list(c(-86.168306, -86.129454, -86.12932, -86.129173, -86.129096, -86.129033, -86.119939, -86.088956, -86.054244, -86.054877, -86.055064, -86.035929, -86.016813, -85.942261, -85.941783, -85.952061, -85.954444, -85.956394, -85.958693, -85.961499, -85.968411, 
-85.97145, -85.978808, -85.986418, -85.990448, -85.993201, -86.000905, -86.003235, -86.010068, -86.011228, -86.014945, -86.01797, -86.020535, -86.023379, -86.026429, -86.028656, -86.031491, -86.033467, -86.035904, -86.038266, -86.042164, -86.045646, -86.048175, -86.052682, -86.05689, -86.056009, -86.055082, -86.056069, -86.055271, -86.058461, -86.060441, -86.05977, -86.060479, -86.06108, -86.061171, -86.061814, -86.063722, -86.067042, -86.067522, -86.067444, -86.071482, -86.074447, -86.082162, -86.083618, 
-86.086697, -86.08812, -86.090674, -86.09556, -86.100441, -86.102817, -86.110412, -86.113642, -86.116408, -86.118753, -86.121238, -86.126803, -86.132325, -86.136061, -86.139149, -86.142772, -86.145652, -86.148891, -86.151997, -86.154667, -86.158307, -86.165725, -86.166923, -86.168858, -86.168306, 40.785866, 40.785624, 40.785632, 40.785641, 40.78563, 40.785622, 40.78559, 40.785903, 40.786176, 40.807972, 40.822521, 40.822621, 40.822754, 40.823479, 40.772521, 40.768146, 40.766235, 40.762775, 40.760476, 
40.759676, 40.759776, 40.759374, 40.757822, 40.7556, 40.753468, 40.753323, 40.756109, 40.757239, 40.758653, 40.759165, 40.762479, 40.764675, 40.765459, 40.765558, 40.764507, 40.763889, 40.764305, 40.763073, 40.759329, 40.757986, 40.75829, 40.759206, 40.758532, 40.754399, 40.753544, 40.75237, 40.750386, 40.748636, 40.746947, 40.746724, 40.746712, 40.744749, 40.744705, 40.745853, 40.746559, 40.747239, 40.747529, 40.744873, 40.744012, 40.745551, 40.742844, 40.746611, 40.743666, 40.742632, 40.740299, 
40.739914, 40.74011, 40.742069, 40.743149, 40.743261, 40.742167, 40.742192, 40.743098, 40.745136, 40.746431, 40.747265, 40.746852, 40.745644, 40.745148, 40.744984, 40.745343, 40.744747, 40.743008, 40.742265, 40.742245, 40.742887, 40.743204, 40.743517, 40.785866)))"
North Putnam Community Schools,6715,18,07980,9700000US1807980,1807980,IN,Indiana,00,538862334,2780819,"list(list(c(-87.011904, -87.01167, -87.011486, -87.010786, -87.010667, -87.010762, -87.010753, -87.010598, -87.010434, -87.010136, -87.009911, -87.009477, -86.992514, -86.970995, -86.936964, -86.93629, -86.934352, -86.92156, -86.905404, -86.901172, -86.898834, -86.875008, -86.87119, -86.829914, -86.809038, -86.801275, -86.793213, -86.789249, -86.695127, -86.686843, -86.686653, -86.686812, -86.686814, -86.686822, -86.687076, -86.687176, -86.715294, -86.715592, -86.793671, -86.803023, -86.808531, -86.813593, 
-86.83323, -86.835096, -86.840783, -86.845306, -86.882617, -86.882958, -86.901354, -86.913839, -87.005568, -87.011945, -87.011904, 39.695589, 39.713953, 39.727968, 39.754629, 39.77843, 39.779496, 39.779561, 39.781406, 39.801109, 39.830707, 39.832162, 39.866705, 39.866628, 39.866427, 39.86603, 39.866104, 39.866194, 39.866118, 39.865985, 39.865919, 39.866027, 39.865845, 39.86555, 39.865349, 39.865224, 39.865127, 39.865153, 39.86511, 39.864845, 39.864842, 39.827315, 39.819676, 39.776111, 39.760819, 
39.717245, 39.688141, 39.688316, 39.688362, 39.688856, 39.688975, 39.688964, 39.689093, 39.689379, 39.689411, 39.689507, 39.68957, 39.690173, 39.690362, 39.690369, 39.690507, 39.691701, 39.691855, 39.695589)))"
Whitley County Consolidated Schools,8665,18,02280,9700000US1802280,1802280,IN,Indiana,00,555748468,4703351,"list(list(c(-85.651909, -85.651196, -85.651733, -85.651928, -85.57796, -85.536288, -85.536757, -85.53718, -85.529357, -85.491048, -85.462212, -85.433553, -85.424053, -85.423951, -85.423859, -85.423824, -85.423124, -85.422937, -85.422792, -85.423036, -85.423896, -85.424031, -85.424358, -85.424417, -85.424482, -85.421519, -85.405514, -85.35022, -85.338552, -85.338401, -85.337725, -85.337024, -85.336781, -85.336527, -85.336237, -85.336097, -85.335643, -85.393971, -85.413157, -85.452146, -85.489886, 
-85.549194, -85.566451, -85.56726, -85.567435, -85.567702, -85.567704, -85.567713, -85.567712, -85.567873, -85.568213, -85.568261, -85.539243, -85.539361, -85.539341, -85.539355, -85.539594, -85.53921, -85.5577, -85.55829, -85.596587, -85.606109, -85.625157, -85.652068, -85.651909, 41.214128, 41.265773, 41.28759, 41.294776, 41.295352, 41.295241, 41.280954, 41.266157, 41.266155, 41.265504, 41.265182, 41.265058, 41.265048, 41.256305, 41.250199, 41.249855, 41.248776, 41.248347, 41.247562, 41.246661, 
41.245574, 41.236231, 41.207466, 41.182183, 41.178465, 41.178491, 41.178728, 41.179191, 41.17912, 41.172747, 41.133689, 41.089723, 41.075025, 41.059068, 41.044669, 41.033839, 41.00525, 41.00519, 41.005236, 41.005232, 41.004201, 41.003355, 41.003059, 41.04719, 41.047857, 41.077243, 41.088286, 41.090217, 41.118344, 41.154415, 41.17744, 41.177679, 41.177618, 41.186345, 41.192029, 41.196337, 41.197289, 41.206511, 41.206652, 41.206627, 41.206551, 41.206977, 41.207236, 41.207503, 41.214128)))"
Whitko Community School Corporation,4455,18,13230,9700000US1813230,1813230,IN,Indiana,00,449487020,3736527,"list(list(c(-85.798563, -85.789216, -85.765197, -85.765641, -85.765346, -85.765399, -85.765706, -85.718796, -85.699401, -85.669936, -85.664189, -85.651196, -85.651909, -85.652068, -85.625157, -85.606109, -85.596587, -85.55829, -85.5577, -85.53921, -85.539594, -85.539355, -85.539341, -85.539361, -85.539243, -85.568261, -85.568213, -85.567873, -85.567712, -85.567713, -85.567704, -85.567702, -85.567435, -85.56726, -85.566451, -85.643841, -85.683198, -85.683354, -85.684181, -85.700198, -85.795814, -85.796749, 
-85.79701, -85.797343, -85.797551, -85.798563, 41.176958, 41.177117, 41.177456, 41.200793, 41.207133, 41.216739, 41.264012, 41.264699, 41.265028, 41.265681, 41.26555, 41.265773, 41.214128, 41.207503, 41.207236, 41.206977, 41.206551, 41.206627, 41.206652, 41.206511, 41.197289, 41.196337, 41.192029, 41.186345, 41.177618, 41.177679, 41.17744, 41.154415, 41.118344, 41.090217, 41.088286, 41.077243, 41.047857, 41.04719, 41.003059, 41.002305, 41.001909, 41.009055, 41.046716, 41.045685, 41.043588, 41.087175, 
41.101642, 41.116143, 41.130569, 41.176958)))"
Carroll Consolidated School Corporation,0750,18,01290,9700000US1801290,1801290,IN,Indiana,00,368645258,118567,"list(list(c(-86.582384, -86.572398, -86.522846, -86.515178, -86.477438, -86.46793, -86.467897, -86.467867, -86.467934, -86.448704, -86.391477, -86.373521, -86.373819, -86.37358, -86.373922, -86.373961, -86.373994, -86.374252, -86.373993, -86.374417, -86.375151, -86.375269, -86.375478, -86.375494, -86.375501, -86.375762, -86.430403, -86.430789, -86.468498, -86.525074, -86.563464, -86.568148, -86.580932, -86.581475, -86.581542, -86.581624, -86.581964, -86.582179, -86.582275, -86.582384, 40.561881, 
40.56185, 40.561647, 40.561619, 40.56148, 40.561448, 40.604965, 40.633965, 40.691955, 40.692134, 40.692364, 40.69246, 40.651035, 40.648799, 40.605449, 40.604984, 40.597733, 40.594678, 40.59274, 40.561361, 40.517839, 40.501714, 40.500036, 40.492592, 40.489007, 40.431851, 40.431405, 40.431268, 40.430965, 40.431259, 40.431443, 40.431449, 40.431494, 40.478123, 40.48219, 40.489449, 40.503994, 40.532837, 40.547538, 40.561881)))"
Delphi Community School Corporation,0755,18,02700,9700000US1802700,1802700,IN,Indiana,00,395734856,3577692,"list(list(c(-86.772609, -86.758127, -86.756739, -86.734087, -86.669081, -86.664703, -86.659088, -86.657276, -86.657032, -86.655381, -86.653498, -86.648626, -86.645092, -86.638833, -86.632918, -86.630616, -86.627196, -86.624629, -86.622341, -86.621495, -86.61789, -86.61191, -86.609201, -86.606295, -86.60282, -86.600187, -86.594988, -86.592274, -86.588753, -86.586423, -86.583803, -86.579395, -86.563024, -86.55234, -86.549179, -86.546305, -86.544182, -86.542317, -86.537943, -86.533514, -86.530288, -86.525213, 
-86.525164, -86.467934, -86.467867, -86.467897, -86.46793, -86.477438, -86.515178, -86.522846, -86.572398, -86.582384, -86.582275, -86.582179, -86.581964, -86.581624, -86.581542, -86.593725, -86.594513, -86.619609, -86.625011, -86.694896, -86.69516, -86.695156, -86.695279, -86.695298, -86.695353, -86.697605, -86.771293, -86.77181, -86.772121, -86.771872, -86.77255, -86.772565, -86.772708, -86.772609, 40.649187, 40.649249, 40.649363, 40.649323, 40.649047, 40.649043, 40.649041, 40.649084, 40.648554, 
40.649082, 40.649609, 40.650262, 40.652276, 40.656457, 40.658502, 40.660117, 40.663841, 40.664835, 40.666548, 40.668699, 40.670787, 40.671757, 40.673264, 40.676606, 40.67983, 40.681192, 40.682958, 40.684786, 40.68813, 40.689704, 40.690761, 40.691969, 40.694971, 40.697646, 40.699422, 40.703214, 40.707841, 40.709189, 40.710654, 40.712989, 40.715529, 40.717196, 40.692419, 40.691955, 40.633965, 40.604965, 40.561448, 40.56148, 40.561619, 40.561647, 40.56185, 40.561881, 40.547538, 40.532837, 40.503994, 
40.489449, 40.48219, 40.48217, 40.482072, 40.482107, 40.48197, 40.482036, 40.532603, 40.533134, 40.547418, 40.556276, 40.561874, 40.561881, 40.562082, 40.594058, 40.607662, 40.608597, 40.63832, 40.638869, 40.648249, 40.649187)))"
North Newton School Corporation,5945,18,07920,9700000US1807920,1807920,IN,Indiana,00,617730539,4109211,"list(list(c(-87.526696, -87.5266209877631, -87.5265867699935, -87.525321, -87.484775, -87.45799, -87.448296, -87.4466, -87.441439, -87.429448, -87.421124, -87.414338, -87.393796, -87.390568, -87.380983, -87.369771, -87.363887, -87.353785, -87.346584, -87.346258, -87.333143, -87.33146, -87.324599, -87.298485, -87.294931, -87.28573, -87.275882, -87.275755, -87.275709, -87.275699, -87.275698, -87.275664, -87.275726, -87.275738, -87.275917, -87.275924, -87.276087, -87.276111, -87.276029, -87.276278, 
-87.276405, -87.276272, -87.276508, -87.276449, -87.3819, -87.39271, -87.449168, -87.491299, -87.5260834937833, -87.526084, -87.526060659548, -87.526054, -87.526283520407, -87.526291, -87.5262978317179, -87.5263437902207, -87.526428, -87.526429, -87.526513, -87.5265582391645, -87.5265744321995, -87.5266343519735, -87.526696, 41.149222, 41.1608059351654, 41.1660900920026, 41.166251, 41.169886, 41.170591, 41.174206, 41.174347, 41.17309, 41.168282, 41.165473, 41.16223, 41.162806, 41.165181, 41.17251, 
41.175486, 41.176765, 41.179971, 41.182296, 41.182357, 41.182857, 41.182988, 41.186203, 41.205415, 41.208421, 41.215202, 41.218595, 41.199318, 41.188058, 41.173817, 41.173549, 41.168479, 41.144392, 41.129901, 41.086328, 41.071174, 41.01298, 40.998439, 40.984147, 40.980573, 40.972421, 40.969282, 40.965947, 40.911477, 40.91154, 40.911575, 40.911719, 40.911795, 40.9118374216276, 40.911914, 40.9375939433389, 40.944921, 40.9997579768943, 41.001545, 41.0026830046277, 41.0103386177154, 41.024366, 41.055146, 
41.06679, 41.0871678951285, 41.0944620168006, 41.1214527643864, 41.149222)))"
South Central Community School Corporation,4940,18,02190,9700000US1802190,1802190,IN,Indiana,00,238727559,483332,"list(list(c(-86.930169, -86.930056, -86.929362, -86.929774, -86.916874, -86.894122, -86.824244, -86.816784, -86.798811, -86.790486, -86.789086, -86.740126, -86.726256, -86.720894, -86.720106, -86.720082, -86.719473, -86.709979, -86.708386, -86.708023, -86.698436, -86.697648, -86.642542, -86.671152, -86.681092, -86.696667, -86.699982, -86.701418, -86.705352, -86.705908, -86.707239, -86.707722, -86.711754, -86.750196, -86.814607, -86.81386, -86.817395, -86.820888, -86.871775, -86.876597, -86.905122, 
-86.910337, -86.916349, -86.91835, -86.930173, -86.930169, 41.436194, 41.449692, 41.46311, 41.519019, 41.518704, 41.518409, 41.517642, 41.517629, 41.517603, 41.517786, 41.517569, 41.51746, 41.517473, 41.517474, 41.498782, 41.498002, 41.483662, 41.483722, 41.456804, 41.447441, 41.447421, 41.432939, 41.432639, 41.413776, 41.411988, 41.404532, 41.402647, 41.400431, 41.392486, 41.390847, 41.382706, 41.380987, 41.375345, 41.375388, 41.375479, 41.432776, 41.43339, 41.433684, 41.434015, 41.434039, 41.434153, 
41.434185, 41.434294, 41.43413, 41.434275, 41.436194)))"
Baugo Community Schools,2260,18,00420,9700000US1800420,1800420,IN,Indiana,00,38048851,830650,"list(list(c(-86.061359, -86.053313, -86.042424, -86.040214, -86.036212, -86.033311, -86.032311, -86.033612, -86.037012, -86.037512, -86.03439, -86.029511, -86.026211, -86.025412, -86.023112, -86.019101, -86.01137, -86.009001, -86.003331, -86.00329, -86.003281, -86.003277, -86.003134, -86.003115, -86.003108, -86.003144, -86.003159, -86.003141, -86.003067, -86.002945, -86.002906, -86.002765, -86.002595, -86.002415, -86.060652, -86.060516, -86.060999, -86.061084, -86.060817, -86.060902, -86.061074, 
-86.061126, -86.061089, -86.061102, -86.061329, -86.061352, -86.061359, 41.680497, 41.681983, 41.683626, 41.681136, 41.679144, 41.679644, 41.680944, 41.683544, 41.684444, 41.686444, 41.688485, 41.686144, 41.685544, 41.677143, 41.676943, 41.679547, 41.677569, 41.677148, 41.679178, 41.675831, 41.675086, 41.674806, 41.670178, 41.669566, 41.669523, 41.667035, 41.665066, 41.663362, 41.6562, 41.648969, 41.645148, 41.631423, 41.623333, 41.608862, 41.6084, 41.608959, 41.650401, 41.65068, 41.651558, 41.653448, 
41.659248, 41.662666, 41.664127, 41.666577, 41.678604, 41.68012, 41.680497)))"
Middlebury Community Schools,2275,18,06600,9700000US1806600,1806600,IN,Indiana,00,247926552,1180976,"list(list(c(-85.888407, -85.870303, -85.841298, -85.816932, -85.773286, -85.773418, -85.7740328731805, -85.750469, -85.749992, -85.7281523954672, -85.724534, -85.682571, -85.6772410130581, -85.662640587666, -85.6597500080009, -85.65877, -85.658614, -85.657951, -85.658036, -85.657583, -85.656718, -85.70505, -85.771861, -85.819694, -85.832178, -85.832274, -85.837105, -85.843682, -85.848481, -85.870153, -85.869524, -85.872117, -85.873362, -85.874775, -85.878193, -85.881229, -85.881836, -85.883699, -85.884363, 
-85.886029, -85.884833, -85.886244, -85.887566, -85.887857, -85.887845, -85.887947, -85.887428, -85.887596, -85.886466, -85.885833, -85.885238, -85.883888, -85.883346, -85.882492, -85.880422, -85.880543, -85.882609, -85.882501, -85.883053, -85.88474, -85.888146, -85.888239, -85.888407, 41.695442, 41.695484, 41.695621, 41.695757, 41.696022, 41.725083, 41.7591446658841, 41.75909, 41.759091, 41.7590858527918, 41.759085, 41.7590952354328, 41.7590965355001, 41.7591000967725, 41.7591008018301, 41.704005, 
41.6969, 41.676459, 41.675677, 41.653949, 41.610538, 41.609907, 41.609138, 41.6089, 41.608652, 41.608649, 41.608649, 41.608649, 41.608649, 41.608718, 41.609924, 41.611322, 41.614689, 41.615298, 41.615119, 41.616874, 41.618079, 41.617891, 41.615612, 41.61704, 41.622401, 41.622289, 41.62057, 41.659678, 41.661841, 41.666954, 41.666958, 41.668716, 41.668788, 41.668712, 41.668434, 41.667465, 41.667217, 41.667095, 41.667022, 41.667352, 41.671157, 41.677911, 41.681573, 41.681558, 41.681386, 41.685894, 41.695442
)))"
Southwest Parke Community School Corporation,6260,18,10900,9700000US1810900,1810900,IN,Indiana,00,356969974,2518649,"list(list(c(-87.395919, -87.395204, -87.394332, -87.393865, -87.390143, -87.388756, -87.388109, -87.38865, -87.390667, -87.390147, -87.389361, -87.385449, -87.384003, -87.384089, -87.38152, -87.382601, -87.385584, -87.385361, -87.382697, -87.379912, -87.379727, -87.380178, -87.383149, -87.384076, -87.384418, -87.383527, -87.382139, -87.381155, -87.379907, -87.37879, -87.377492, -87.377168, -87.379769, -87.380014, -87.380316, -87.380567, -87.379435, -87.376946, -87.374279, -87.374161, -87.374596, 
-87.376708, -87.379053, -87.381155, -87.383561, -87.384676, -87.385191, -87.385173, -87.385366, -87.385644, -87.385538, -87.384882, -87.38304, -87.380413, -87.373172, -87.370076, -87.366394, -87.363436, -87.361781, -87.361533, -87.359965, -87.35597, -87.354325, -87.353863, -87.354621, -87.356057, -87.359803, -87.365479, -87.367988, -87.31102, -87.310907, -87.292364, -87.29256, -87.292703, -87.292931, -87.292805, -87.293001, -87.276713, -87.27383, -87.273858, -87.274053, -87.291986, -87.293571, -87.293738, 
-87.293695, -87.29, -87.250015, -87.237289, -87.234931, -87.210676, -87.161102, -87.149828, -87.13761, -87.135568, -87.123247, -87.122937, -87.123542, -87.123032, -87.123181, -87.123981, -87.124237, -87.199012, -87.213056, -87.238725, -87.252816, -87.291645, -87.295604, -87.314315, -87.380101, -87.381193, -87.382418, -87.381289, -87.381442, -87.382602, -87.386287, -87.389024, -87.390596, -87.392326, -87.392423, -87.391482, -87.391826, -87.395197, -87.395839, -87.395919, 39.654043, 39.656426, 39.65869, 
39.659149, 39.661801, 39.663893, 39.667466, 39.669858, 39.673411, 39.676588, 39.678192, 39.682502, 39.685899, 39.689205, 39.693401, 39.695653, 39.700066, 39.701073, 39.703252, 39.707025, 39.71002, 39.710985, 39.713587, 39.715935, 39.718573, 39.721985, 39.724867, 39.726759, 39.73046, 39.737331, 39.741568, 39.746105, 39.75792, 39.764169, 39.764995, 39.766766, 39.769494, 39.771799, 39.777844, 39.782996, 39.792434, 39.795394, 39.797455, 39.800255, 39.804818, 39.80869, 39.812684, 39.819979, 39.824187, 
39.830419, 39.833365, 39.834698, 39.836187, 39.837196, 39.8377, 39.839229, 39.842871, 39.847527, 39.851456, 39.854632, 39.857101, 39.858648, 39.859996, 39.862077, 39.863566, 39.864725, 39.866112, 39.866876, 39.867648, 39.867907, 39.853218, 39.853299, 39.844919, 39.838859, 39.812026, 39.804806, 39.795598, 39.795241, 39.795182, 39.79323, 39.78265, 39.782633, 39.78271, 39.780993, 39.732112, 39.695857, 39.695766, 39.695216, 39.695345, 39.695006, 39.69431, 39.694142, 39.694046, 39.693965, 39.693821, 39.671745, 
39.662999, 39.64838, 39.625043, 39.625043, 39.605762, 39.607137, 39.607317, 39.607684, 39.607889, 39.608118, 39.608154, 39.60825, 39.60803, 39.607937, 39.607937, 39.615874, 39.617354, 39.619704, 39.625037, 39.628211, 39.631144, 39.635374, 39.637049, 39.64221, 39.643698, 39.648808, 39.65145, 39.654043)))"
Danville Community School Corporation,3325,18,02550,9700000US1802550,1802550,IN,Indiana,00,218962356,877829,"list(list(c(-86.686822, -86.686814, -86.686812, -86.656509, -86.576584, -86.57673, -86.57673, -86.505464, -86.505339, -86.467337, -86.46734, -86.45701, -86.457011, -86.456977, -86.457553, -86.457362, -86.457279, -86.457269, -86.457269, -86.457252, -86.457258, -86.457088, -86.457087, -86.457128, -86.467004, -86.467099, -86.491134, -86.500008, -86.560833, -86.576116, -86.576288, -86.632418, -86.632413, -86.632504, -86.660502, -86.687076, -86.686822, 39.760819, 39.776111, 39.819676, 39.819529, 39.81954, 
39.833816, 39.834428, 39.834359, 39.805, 39.804851, 39.80552, 39.805826, 39.798368, 39.776312, 39.776289, 39.766291, 39.76196, 39.76078, 39.759103, 39.757756, 39.756826, 39.739871, 39.732585, 39.718064, 39.717967, 39.716868, 39.716925, 39.716733, 39.71667, 39.716603, 39.731262, 39.731459, 39.72056, 39.716869, 39.717287, 39.717245, 39.760819)))"
Vigo County School Corporation,8030,18,12090,9700000US1812090,1812090,IN,Indiana,00,1045373538,17688023,"list(list(c(-87.620485, -87.612606, -87.60592, -87.600656, -87.596729, -87.5902273168107, -87.589084, -87.584852, -87.57408, -87.560692, -87.5544, -87.55026, -87.5496863199904, -87.549478, -87.545882, -87.544013, -87.540378, -87.537271, -87.532424, -87.5316753102746, -87.531646, -87.531668, -87.531691, -87.531423, -87.531368, -87.5314118126358, -87.5314132172221, -87.531415, -87.5316578789999, -87.531677, -87.5317158977799, -87.5319255458731, -87.531944, -87.5319650809726, -87.531983698174, -87.532025, 
-87.5320683728441, -87.532131, -87.5321874761397, -87.500122, -87.46622, -87.46572, -87.437248, -87.417217, -87.382418, -87.381193, -87.380101, -87.314315, -87.295604, -87.291645, -87.252816, -87.238725, -87.213056, -87.199012, -87.199248, -87.199214, -87.200107, -87.238964, -87.23909, -87.239227, -87.239218, -87.239321, -87.239465, -87.239556, -87.239551, -87.239556, -87.239645, -87.239558, -87.239834, -87.240119, -87.240317, -87.240379, -87.351332, -87.364015, -87.381845, -87.387681, -87.388807, 
-87.407557, -87.44492, -87.460602, -87.504843, -87.563739, -87.565327, -87.565997, -87.6041078977191, -87.6041260878142, -87.604947, -87.605574, -87.601501, -87.601948, -87.607342, -87.609438, -87.609915, -87.608753, -87.599907, -87.597323, -87.598416, -87.605348, -87.614997, -87.618964, -87.621176, -87.620485, 39.307133, 39.308566, 39.311076, 39.318529, 39.322029, 39.332066, 39.333831, 39.337329, 39.341423, 39.338851, 39.340488, 39.343348, 39.3465699982123, 39.34774, 39.352147, 39.352907, 39.352949, 
39.352089, 39.347927, 39.3480569140269, 39.348062, 39.359712, 39.371042, 39.375037, 39.410584, 39.4366609079076, 39.4374969057479, 39.438558, 39.4771090156042, 39.480144, 39.4864378647424, 39.520360025511, 39.523346, 39.5350597335016, 39.5454044619396, 39.568354, 39.5784300026996, 39.592979, 39.607306, 39.607318, 39.607436, 39.607536, 39.607636, 39.607736, 39.607937, 39.607937, 39.60803, 39.60825, 39.608154, 39.608118, 39.607889, 39.607684, 39.607317, 39.607137, 39.58844, 39.588307, 39.519858, 39.52062, 
39.500281, 39.484598, 39.464551, 39.46265, 39.445924, 39.445028, 39.435823, 39.433561, 39.420255, 39.419037, 39.346639, 39.30278, 39.266461, 39.259064, 39.259195, 39.259083, 39.258981, 39.259216, 39.259037, 39.259058, 39.259322, 39.259316, 39.259371, 39.259359, 39.259193, 39.25931, 39.2594582614714, 39.2594746010475, 39.260212, 39.262398, 39.272242, 39.275165, 39.276206, 39.278535, 39.281415, 39.286689, 39.293583, 39.296957, 39.300086, 39.303217, 39.300901, 39.301691, 39.304162, 39.307133)))"
