corp_name,corp_id,STATEFP,UNSDLEA,AFFGEOID,GEOID,STUSPS,STATE_NAME,LSAD,ALAND,AWATER,geometry
North Central Parke Comm School Corporation,6375,18,00118,9700000US1800118,1800118,IN,Indiana,00,702610820,10726926,"list(list(c(-87.433667, -87.429508, -87.423161, -87.421385, -87.420398, -87.420221, -87.415302, -87.318521, -87.313423, -87.261413, -87.256629, -87.242187, -87.204129, -87.190124, -87.178717, -87.14834, -87.126051, -87.125902, -87.091006, -87.091051, -87.091173, -87.091328, -87.091542, -87.05376, -87.009477, -87.009911, -87.010136, -87.010434, -87.010598, -87.010753, -87.010762, -87.010667, -87.010786, -87.011486, -87.01167, -87.011904, -87.011945, -87.038641, -87.049584, -87.055806, -87.071959, 
-87.109053, -87.123247, -87.135568, -87.13761, -87.149828, -87.161102, -87.210676, -87.234931, -87.237289, -87.250015, -87.29, -87.293695, -87.293738, -87.293571, -87.291986, -87.274053, -87.273858, -87.27383, -87.276713, -87.293001, -87.292805, -87.292931, -87.292703, -87.29256, -87.292364, -87.310907, -87.31102, -87.367988, -87.376891, -87.379013, -87.378712, -87.377568, -87.370981, -87.369972, -87.36784, -87.368017, -87.368863, -87.373218, -87.378593, -87.379939, -87.3845, -87.391975, -87.399426, 
-87.404959, -87.4076, -87.409827, -87.41331, -87.412566, -87.41044, -87.405186, -87.404793, -87.406797, -87.408034, -87.411879, -87.417577, -87.419069, -87.422175, -87.424699, -87.431128, -87.43319, -87.434124, -87.433667, 39.935165, 39.938112, 39.943681, 39.946714, 39.950509, 39.952452, 39.952562, 39.952753, 39.952764, 39.952868, 39.952862, 39.952994, 39.953279, 39.953069, 39.953301, 39.953055, 39.952985, 39.953149, 39.953009, 39.945655, 39.918074, 39.881735, 39.867265, 39.867005, 39.866705, 39.832162, 
39.830707, 39.801109, 39.781406, 39.779561, 39.779496, 39.77843, 39.754629, 39.727968, 39.713953, 39.695589, 39.691855, 39.692429, 39.693066, 39.692771, 39.692739, 39.69362, 39.693821, 39.693965, 39.694046, 39.694142, 39.69431, 39.695006, 39.695345, 39.695216, 39.695766, 39.695857, 39.732112, 39.780993, 39.78271, 39.782633, 39.78265, 39.79323, 39.795182, 39.795241, 39.795598, 39.804806, 39.812026, 39.838859, 39.844919, 39.853299, 39.853218, 39.867907, 39.867648, 39.873505, 39.876164, 39.877972, 39.878832, 
39.881479, 39.882186, 39.885871, 39.888625, 39.890471, 39.896788, 39.902769, 39.903957, 39.906327, 39.906901, 39.909589, 39.910857, 39.911926, 39.913514, 39.918379, 39.919592, 39.920682, 39.923778, 39.925949, 39.928482, 39.928936, 39.92871, 39.926121, 39.925711, 39.92594, 39.926614, 39.929571, 39.931384, 39.933332, 39.935165)))"
Metropolitan School District Boone Township,6460,18,00750,9700000US1800750,1800750,IN,Indiana,00,93739670,86969,"list(list(c(-87.220269, -87.220254, -87.219762, -87.200358, -87.111221, -87.110342, -87.065497, -87.064918, -87.084376, -87.084089, -87.091813, -87.103086, -87.102293, -87.120118, -87.122124, -87.131245, -87.159591, -87.160608, -87.192521, -87.198962, -87.218862, -87.219026, -87.219099, -87.218812, -87.219617, -87.220266, -87.220267, -87.220269, 41.334294, 41.346994, 41.347322, 41.347359, 41.347517, 41.347469, 41.347481, 41.318559, 41.318489, 41.303848, 41.303931, 41.303695, 41.280961, 41.285737, 
41.286365, 41.286261, 41.276298, 41.275951, 41.265213, 41.259606, 41.242027, 41.242891, 41.259775, 41.261021, 41.304046, 41.333327, 41.333613, 41.334294)))"
Metropolitan School District Mount Vernon,6590,18,07290,9700000US1807290,1807290,IN,Indiana,00,601660232,22461180,"list(list(c(-88.09776, -88.094476, -88.086237, -88.071449, -88.058156, -88.055373, -88.044926, -88.035992, -88.029138, -88.024818, -88.020284, -88.015155, -88.0144786115544, -88.013355, -88.017816, -88.019977, -88.02006, -88.022513, -88.031846, -88.036382, -88.051921, -88.063023, -88.068225, -88.069613, -88.067561, -88.059767, -88.054757, -88.052793, -88.048661, -88.041296, -88.035345, -88.030415, -88.036124, -88.036793, -88.031989, -88.020868, -88.016311, -88.012929, -88.012574, -88.022864, -88.025831, 
-88.0252231452533, -88.025131, -88.022431, -88.0209347650609, -88.016931, -88.008631, -88.007631, -88.008931, -88.012131, -88.017631, -88.027731, -88.034132, -88.040232, -88.0415760529761, -88.0416989230935, -88.042136, -88.042132, -88.037832, -88.032632, -88.020631, -88.00133, -87.978735, -87.967226, -87.9579697080854, -87.954618, -87.92513, -87.918705, -87.850103, -87.847296, -87.848405, -87.849089, -87.849138, -87.848395, -87.844933, -87.844406, -87.843427, -87.835068, -87.833736, -87.831217, 
-87.829336, -87.824531, -87.813883, -87.810204, -87.794158, -87.791347, -87.753983, -87.698331, -87.698872, -87.698878, -87.699341, -87.69953, -87.699605, -87.699955, -87.700467, -87.7007119389009, -87.710675, -87.723635, -87.7278121481949, -87.7333, -87.738125, -87.7559169486231, -87.762591, -87.781728, -87.786407, -87.7903051592735, -87.795185, -87.807541, -87.8157324055603, -87.829773, -87.83886, -87.846443, -87.846489, -87.857243, -87.861659, -87.866094, -87.8715865018512, -87.87254, -87.877325, 
-87.883321, -87.8884445823851, -87.892471, -87.8943629277255, -87.898062, -87.904789, -87.9065356712071, -87.921744, -87.9270937203347, -87.927769, -87.932129, -87.936784, -87.9371701527905, -87.938365, -87.940069, -87.940839, -87.941021, -87.940005, -87.938128, -87.936228, -87.927303, -87.914892, -87.910276, -87.907773, -87.903804, -87.904595, -87.90681, -87.911087, -87.919138, -87.927543, -87.932554, -87.934936, -87.934698, -87.935861, -87.938598, -87.944506, -87.946463, -87.948594, -87.95259, 
-87.96003, -87.970262, -87.971805, -87.976389, -87.984358, -87.987157, -87.991168, -87.993099, -87.997102, -88.004706, -88.015144, -88.021021, -88.02803, -88.028372, -88.030036, -88.03302, -88.037623, -88.045753, -88.059662, -88.067716, -88.076404, -88.0772284115368, -88.090039, -88.091848, -88.090092, -88.085727, -88.080854, -88.076427, -88.066041, -88.058055, -88.043831, -88.033011, -88.028693, -88.025921, -88.028217, -88.033309, -88.048215, -88.059425, -88.065036, -88.068534, -88.078529, -88.084385, 
-88.091846, -88.0929181297755, -88.094956, -88.097892, -88.09776, 37.904026, 37.905962, 37.905713, 37.895813, 37.892753, 37.891238, 37.891216, 37.892777, 37.892637, 37.88886, 37.888051, 37.890792, 37.892318383259, 37.894854, 37.902696, 37.909771, 37.9129, 37.914756, 37.913751, 37.914897, 37.91589, 37.918196, 37.922705, 37.926848, 37.930214, 37.933856, 37.933487, 37.930488, 37.926757, 37.92429, 37.925528, 37.930104, 37.942746, 37.956793, 37.95859, 37.959351, 37.961574, 37.966544, 37.977062, 37.997983, 
38.007245, 38.0106316193029, 38.011145, 38.017145, 38.0190220947417, 38.024045, 38.027545, 38.029145, 38.031945, 38.033845, 38.034745, 38.031745, 38.032045, 38.035645, 38.0380217995644, 38.0382390809118, 38.039012, 38.046345, 38.050245, 38.051745, 38.051845, 38.051545, 38.059815, 38.067105, 38.0838411680263, 38.08377, 38.083555, 38.083543, 38.082507, 38.082448, 38.030992, 38.027596, 38.024144, 38.024139, 38.024086, 38.024305, 38.024268, 38.027739, 38.027397, 38.025111, 38.02422, 38.022782, 38.014373, 
38.008704, 38.008533, 38.008517, 38.008054, 38.007467, 37.980656, 37.980483, 37.951318, 37.937371, 37.929285, 37.926198, 37.89889, 37.8977573894514, 37.893898, 37.892058, 37.8930468582587, 37.894346, 37.894698, 37.8918189709557, 37.890739, 37.878815, 37.876556, 37.8759862417011, 37.875273, 37.875234, 37.8756728252979, 37.876425, 37.880171, 37.887992, 37.893534, 37.900649, 37.909475, 37.915171, 37.9201369169701, 37.920999, 37.924034, 37.926238, 37.9271854427755, 37.92793, 37.9277892305609, 37.927514, 
37.924892, 37.9231399718538, 37.907885, 37.9017041861826, 37.900924, 37.89732, 37.892587, 37.892151021043, 37.890802, 37.88767, 37.883338, 37.879168, 37.875044, 37.870651, 37.867937, 37.858709, 37.849618, 37.843416, 37.837611, 37.817762, 37.812526, 37.807624, 37.805158, 37.802128, 37.799851, 37.797672, 37.79522, 37.791827, 37.789703, 37.787914, 37.775256, 37.773477, 37.772344, 37.771742, 37.773223, 37.781856, 37.784648, 37.788004, 37.7918, 37.792202, 37.794049, 37.795756, 37.797672, 37.800145, 37.80193, 
37.801409, 37.799224, 37.80373, 37.806508, 37.80865, 37.809864, 37.808129, 37.801196, 37.80057, 37.804635, 37.8053687776612, 37.816771, 37.822108, 37.825642, 37.829388, 37.830902, 37.830239, 37.824844, 37.822449, 37.821525, 37.824383, 37.827109, 37.832694, 37.838585, 37.841917, 37.844836, 37.848732, 37.853172, 37.858011, 37.879118, 37.885582, 37.890716, 37.8917409009076, 37.893689, 37.901517, 37.904026)))"
Metropolitan School District North Posey County Schools,6600,18,07950,9700000US1807950,1807950,IN,Indiana,00,458641915,4044203,"list(list(c(-88.016729, -88.013118, -87.99831, -87.983068, -87.975299, -87.973774, -87.974272, -87.9709761714455, -87.969464, -87.965755, -87.960482, -87.955872, -87.950692, -87.947468, -87.945472, -87.940438, -87.935135, -87.929423, -87.926627, -87.9255, -87.926895, -87.92827, -87.925891, -87.923653, -87.9168442780408, -87.915184, -87.911428, -87.910623, -87.912553, -87.915666, -87.919059, -87.9206515650925, -87.922901, -87.925289, -87.925896, -87.924513, -87.926388, -87.931211, -87.934299, -87.935251, 
-87.933759, -87.936443, -87.940491, -87.958923, -87.969865, -87.975819, -87.9781960935179, -87.983973, -87.9851641637495, -87.985627, -87.98487, -87.9837006083838, -87.82743, -87.80858, -87.799169, -87.799618, -87.799677, -87.784938, -87.767055, -87.762624, -87.688208, -87.688374, -87.688528, -87.688826, -87.688918, -87.696775, -87.697039, -87.697203, -87.697367, -87.697651, -87.697765, -87.697829, -87.697917, -87.698285, -87.698329, -87.698331, -87.753983, -87.791347, -87.794158, -87.810204, -87.813883, 
-87.824531, -87.829336, -87.831217, -87.833736, -87.835068, -87.843427, -87.844406, -87.844933, -87.848395, -87.849138, -87.849089, -87.848405, -87.847296, -87.850103, -87.918705, -87.92513, -87.954618, -87.9579697080854, -87.956664, -87.9574633448905, -87.9575138257932, -87.9598181630233, -87.960463, -87.96221, -87.968031, -88.004697, -88.01139, -88.014633, -88.016729, 38.097257, 38.103527, 38.108488, 38.107139, 38.110053, 38.114447, 38.121981, 38.1279879354456, 38.130744, 38.132621, 38.132095, 
38.132897, 38.130241, 38.127221, 38.126616, 38.133713, 38.139428, 38.140727, 38.142546, 38.146251, 38.149182, 38.150893, 38.152912, 38.153119, 38.1568726808156, 38.157788, 38.16174, 38.166604, 38.170759, 38.173322, 38.173986, 38.1736979123531, 38.173291, 38.170316, 38.166473, 38.162025, 38.15884, 38.156348, 38.156459, 38.158735, 38.164351, 38.171355, 38.174902, 38.184046, 38.191786, 38.197834, 38.2011203594833, 38.209107, 38.2155064444247, 38.217993, 38.228523, 38.2303534791738, 38.228869, 38.228715, 
38.22858, 38.209323, 38.201944, 38.201842, 38.201693, 38.201543, 38.201001, 38.168419, 38.162167, 38.130697, 38.12471, 38.124843, 38.10657, 38.094287, 38.080302, 38.062289, 38.051762, 38.043517, 38.036897, 38.01501, 38.00822, 38.007467, 38.008054, 38.008517, 38.008533, 38.008704, 38.014373, 38.022782, 38.02422, 38.025111, 38.027397, 38.027739, 38.024268, 38.024305, 38.024086, 38.024139, 38.024144, 38.027596, 38.030992, 38.082448, 38.082507, 38.083543, 38.083555, 38.08377, 38.0838411680263, 38.086202, 
38.0889129132848, 38.089084115167, 38.096899087758, 38.099086, 38.100054, 38.096276, 38.083965, 38.084691, 38.090398, 38.097257)))"
School City of Mishawaka,7200,18,06840,9700000US1806840,1806840,IN,Indiana,00,22556595,761947,"list(list(c(-86.215806, -86.212071, -86.207505, -86.201484, -86.19645, -86.196458, -86.196456, -86.196467, -86.196474, -86.196496, -86.196528, -86.196572, -86.196581, -86.192896, -86.193148, -86.188608, -86.188563, -86.186944, -86.185658, -86.185592, -86.183318, -86.182992, -86.182044, -86.181599, -86.176872, -86.176675, -86.174697, -86.174403, -86.172587, -86.171166, -86.171108, -86.171823, -86.171706, -86.171171, -86.163791, -86.157767, -86.157504, -86.155303, -86.15286, -86.148063, -86.14523, 
-86.139933, -86.138103, -86.13726, -86.132803, -86.126852, -86.115737, -86.109608, -86.109584, -86.109389, -86.109354, -86.109427, -86.109427, -86.109347, -86.109451, -86.109403, -86.10952, -86.114156, -86.114155, -86.138416, -86.138447, -86.138453, -86.138773, -86.143183, -86.14559, -86.150413, -86.157576, -86.159437, -86.167234, -86.171481, -86.172573, -86.172652, -86.17687, -86.176839, -86.179967, -86.180497, -86.180173, -86.179225, -86.179456, -86.179943, -86.180532, -86.180536, -86.182675, -86.185927, 
-86.185915, -86.190664, -86.190846, -86.193906, -86.193941, -86.196375, -86.196389, -86.208346, -86.21067, -86.215759, -86.215791, -86.215786, -86.215806, 41.661359, 41.660966, 41.659048, 41.659067, 41.660526, 41.661509, 41.665814, 41.667563, 41.66871, 41.672984, 41.680265, 41.684659, 41.68752, 41.687548, 41.680286, 41.680333, 41.685597, 41.685598, 41.68562, 41.686862, 41.686816, 41.680396, 41.680403, 41.687483, 41.68751, 41.681868, 41.681529, 41.687464, 41.687464, 41.687464, 41.684062, 41.684073, 
41.681253, 41.680537, 41.680348, 41.68029, 41.670748, 41.67231, 41.667568, 41.665579, 41.666112, 41.664312, 41.664243, 41.664882, 41.665648, 41.668106, 41.673048, 41.674449, 41.672905, 41.667752, 41.663337, 41.661373, 41.660632, 41.65179, 41.650732, 41.646596, 41.644235, 41.644239, 41.644422, 41.644192, 41.650432, 41.651417, 41.651416, 41.651374, 41.651359, 41.651328, 41.651279, 41.651267, 41.651249, 41.651236, 41.651224, 41.647883, 41.647844, 41.643982, 41.64418, 41.644449, 41.645416, 41.645402, 
41.648086, 41.647739, 41.64765, 41.648104, 41.647663, 41.648192, 41.64905, 41.649074, 41.6512, 41.651266, 41.647903, 41.647861, 41.650862, 41.651004, 41.651303, 41.651234, 41.653992, 41.654938, 41.661359)))"
Southwestern Consolidated School Shelby County,7360,18,10830,9700000US1810830,1810830,IN,Indiana,00,272511758,1026602,"list(list(c(-85.95276, -85.952545, -85.950937, -85.951223, -85.951523, -85.9508, -85.951389, -85.875072, -85.836586, -85.836309, -85.836801, -85.836861, -85.837246, -85.837665, -85.837428, -85.836738, -85.773825, -85.755347, -85.740939, -85.74193, -85.741557, -85.74177, -85.770375, -85.798785, -85.854064, -85.85746, -85.870571, -85.870936, -85.942347, -85.942641, -85.94282, -85.952005, -85.95238, -85.952421, -85.9527, -85.952796, -85.95276, 39.41974, 39.435921, 39.436091, 39.450675, 39.454644, 39.49522, 
39.523125, 39.524651, 39.52509, 39.52509, 39.503973, 39.49676, 39.48941, 39.465998, 39.460232, 39.438333, 39.438181, 39.438359, 39.43843, 39.368557, 39.367517, 39.350187, 39.350231, 39.350188, 39.349498, 39.349312, 39.34925, 39.349259, 39.347599, 39.347589, 39.347584, 39.347373, 39.35463, 39.355661, 39.36189, 39.3655, 39.41974)))"
Metropolitan School District Steuben County,7615,18,11100,9700000US1811100,1811100,IN,Indiana,00,301632012,10568262,"list(list(c(-85.083641, -85.072206, -85.065578, -85.062965, -85.062238, -85.062019, -85.060345, -85.060008, -85.055491, -85.048104, -85.048051, -85.045286, -85.039947, -85.035911, -85.020138, -85.006042, -85.004599, -85.002277, -84.970618, -84.952579, -84.936929, -84.926988, -84.878705, -84.869024, -84.859865, -84.816339, -84.8060088134515, -84.805996, -84.805972, -84.8060498409785, -84.80621, -84.805933980495, -84.805673, -84.805696, -84.8057733230949, -84.8057905226358, -84.857432, -84.876366, 
-84.915281, -84.953929, -84.969927, -84.969862, -84.969189, -84.969606, -84.969558, -84.969431, -84.968505, -85.006879, -85.044827, -85.046021, -85.049348, -85.055453, -85.055769, -85.056678, -85.056568, -85.05594, -85.056183, -85.074647, -85.07474, -85.072638, -85.074764, -85.080813, -85.081006, -85.081015, -85.081739, -85.082445, -85.082751, -85.083137, -85.083516, -85.083641, 41.700456, 41.700452, 41.70053, 41.700832, 41.700788, 41.700899, 41.700573, 41.700526, 41.700523, 41.700587, 41.700803, 
41.700942, 41.700787, 41.700665, 41.700778, 41.700924, 41.701051, 41.700926, 41.701073, 41.70117, 41.70128, 41.701337, 41.701824, 41.701929, 41.702024, 41.702492, 41.7027384774162, 41.696118, 41.696118, 41.6890639066156, 41.67455, 41.6528549697089, 41.632342, 41.631398, 41.6191609536514, 41.6164389780273, 41.615278, 41.614949, 41.614277, 41.613889, 41.613231, 41.611729, 41.602235, 41.586171, 41.583305, 41.572031, 41.528065, 41.527481, 41.527227, 41.527218, 41.527197, 41.527161, 41.527158, 41.527156, 
41.527998, 41.529164, 41.53178, 41.531569, 41.527653, 41.527053, 41.527039, 41.527008, 41.53794, 41.538424, 41.570691, 41.61283, 41.634733, 41.671192, 41.685413, 41.700456)))"
Metropolitan School District Wabash County Schools,8050,18,12180,9700000US1812180,1812180,IN,Indiana,00,747743409,19257419,"list(list(c(-85.944713, -85.870805, -85.861118, -85.8514, -85.842557, -85.793473, -85.793014, -85.642344, -85.64198, -85.64135, -85.641034, -85.640978, -85.641884, -85.641404, -85.640066, -85.640221, -85.639902, -85.640082, -85.639562, -85.638587, -85.675525, -85.737259, -85.74305, -85.752936, -85.753362, -85.756416, -85.760169, -85.771891, -85.776321, -85.788524, -85.836318, -85.838927, -85.857147, -85.86214, -85.864791, -85.92047, -85.939525, -85.940066, -85.940809, -85.941094, -85.941476, -85.941767, 
-85.941783, -85.942261, -85.943124, -85.943434, -85.943739, -85.944114, -85.944713, 40.942787, 40.942585, 40.941865, 40.941849, 40.942156, 40.941819, 40.912654, 40.914738, 40.914738, 40.870704, 40.85028, 40.849728, 40.847903, 40.827211, 40.758907, 40.757495, 40.740506, 40.740502, 40.696651, 40.653129, 40.652817, 40.652568, 40.652168, 40.652387, 40.652381, 40.652045, 40.652377, 40.652294, 40.6524, 40.652238, 40.651925, 40.651718, 40.651364, 40.651723, 40.651693, 40.651142, 40.650991, 40.686384, 40.720714, 
40.737269, 40.769562, 40.772253, 40.772521, 40.823479, 40.867271, 40.881737, 40.896344, 40.913815, 40.942787), c(-85.850746, -85.848326, -85.848322, -85.845483, -85.840315, -85.840379, -85.84115, -85.841406, -85.841268, -85.841192, -85.839113, -85.839129, -85.831108, -85.829197, -85.831008, -85.830998, -85.829187, -85.82406, -85.824083, -85.819668, -85.819581, -85.816281, -85.813586, -85.811176, -85.808321, -85.807748, -85.809156, -85.810238, -85.810375, -85.809534, -85.806447, -85.803261, -85.801184, 
-85.801205, -85.801259, -85.80167, -85.801825, -85.808244, -85.808695, -85.806878, -85.808446, -85.808387, -85.814667, -85.814799, -85.820008, -85.820007, -85.82367, -85.824161, -85.829584, -85.830635, -85.830556, -85.835474, -85.832831, -85.834709, -85.8346, -85.838586, -85.838571, -85.839899, -85.840194, -85.840937, -85.841771, -85.844584, -85.848832, -85.850734, -85.850746, 40.803044, 40.80275, 40.798772, 40.798797, 40.797701, 40.792385, 40.791384, 40.790917, 40.784668, 40.782647, 40.782683, 40.779921, 
40.780009, 40.77925, 40.778904, 40.777084, 40.776464, 40.776529, 40.778926, 40.778958, 40.776587, 40.776638, 40.779449, 40.787253, 40.78693, 40.789388, 40.79096, 40.791003, 40.799811, 40.801587, 40.804747, 40.806328, 40.806219, 40.811622, 40.814436, 40.815057, 40.815063, 40.81512, 40.815413, 40.817064, 40.817074, 40.816005, 40.815951, 40.818158, 40.81808, 40.817932, 40.817823, 40.817032, 40.81826, 40.818196, 40.813105, 40.812511, 40.809815, 40.808767, 40.807762, 40.807713, 40.809754, 40.809645, 40.807999, 
40.81017, 40.807509, 40.808369, 40.804551, 40.804568, 40.803044)))"
Metropolitan School District Warren County,8115,18,06080,9700000US1806080,1806080,IN,Indiana,00,707339937,3282356,"list(list(c(-87.530825, -87.5308064762674, -87.5307797287345, -87.5307111861781, -87.530557, -87.5305125141523, -87.5302078915446, -87.529978, -87.5297132411563, -87.5295265022533, -87.529433, -87.529277134197, -87.5288494431851, -87.528158, -87.5279456543082, -87.5279389466929, -87.401321, -87.377325, -87.377263, -87.377558, -87.37725, -87.377838, -87.377731, -87.377986, -87.321333, -87.264083, -87.206945, -87.178395, -87.178034, -87.178053, -87.125011, -87.121838, -87.110648, -87.111165, -87.111308, 
-87.111299, -87.092168, -87.091832, -87.092148, -87.093608, -87.096339, -87.103472, -87.104335, -87.104154, -87.104878, -87.106259, -87.118116, -87.121346, -87.125797, -87.131525, -87.136221, -87.140668, -87.143451, -87.149839, -87.154146, -87.158508, -87.164586, -87.166751, -87.167898, -87.170128, -87.171024, -87.173323, -87.174406, -87.175858, -87.178558, -87.182462, -87.187611, -87.196906, -87.200605, -87.206302, -87.209556, -87.217631, -87.231427, -87.234101, -87.237455, -87.242019, -87.244898, 
-87.246513, -87.247847, -87.248161, -87.248594, -87.249292, -87.254012, -87.254884, -87.255036, -87.258584, -87.264676, -87.2698, -87.275564, -87.281378, -87.28195, -87.288939, -87.294191, -87.296365, -87.29961, -87.301423, -87.306453, -87.311889, -87.316316, -87.317115, -87.319104, -87.320717, -87.328539, -87.33067, -87.332907, -87.336413, -87.337865, -87.339273, -87.343586, -87.345551, -87.346812, -87.347925, -87.351258, -87.353108, -87.356312, -87.358403, -87.369546, -87.377001, -87.386792, -87.39299, 
-87.396949, -87.397953, -87.403876, -87.409263, -87.415296, -87.4199, -87.421594, -87.421671, -87.422735, -87.425872, -87.427998, -87.490442, -87.490465, -87.531021971873, -87.530825, 40.190356, 40.1918298808685, 40.1939581062074, 40.19941184305, 40.21168, 40.2147779514085, 40.2359915751838, 40.252001, 40.2722897859576, 40.2865998108114, 40.293765, 40.303595303385, 40.3305693561986, 40.374178, 40.3885070464452, 40.3889596750343, 40.389429, 40.389462, 40.45044, 40.451015, 40.454152, 40.454945, 40.460612, 
40.476788, 40.4764, 40.476253, 40.475664, 40.475628, 40.410426, 40.388694, 40.388375, 40.388133, 40.388308, 40.388055, 40.387845, 40.381011, 40.380738, 40.375901, 40.366612, 40.366266, 40.366671, 40.361396, 40.360045, 40.358623, 40.356285, 40.354859, 40.348059, 40.346963, 40.345004, 40.340592, 40.338715, 40.338485, 40.337858, 40.335624, 40.334721, 40.336083, 40.334826, 40.334959, 40.334952, 40.334831, 40.334551, 40.333963, 40.333472, 40.332341, 40.330336, 40.328308, 40.326397, 40.324072, 40.32299, 
40.322429, 40.320727, 40.317878, 40.311679, 40.31074, 40.310112, 40.309797, 40.309252, 40.308331, 40.306692, 40.301827, 40.300497, 40.299609, 40.296372, 40.295481, 40.295359, 40.292654, 40.288001, 40.286403, 40.28372, 40.278391, 40.277604, 40.265337, 40.257966, 40.255546, 40.254967, 40.254836, 40.252897, 40.250036, 40.246684, 40.243782, 40.24047, 40.238957, 40.235396, 40.233294, 40.228729, 40.225016, 40.223866, 40.223173, 40.22238, 40.220711, 40.217898, 40.216802, 40.216528, 40.215923, 40.211845, 
40.210531, 40.207476, 40.206332, 40.204326, 40.202729, 40.200049, 40.199278, 40.196034, 40.19459, 40.194026, 40.192258, 40.189978, 40.187853, 40.185481, 40.180812, 40.178287, 40.178327, 40.1776, 40.1771930594356, 40.190356)))"
Richmond Community Schools,8385,18,09510,9700000US1809510,1809510,IN,Indiana,00,199123772,2152112,"list(list(c(-84.946175, -84.946281, -84.943706, -84.94314, -84.942242, -84.942193, -84.942207, -84.941589, -84.941071, -84.938682, -84.939351, -84.939548, -84.939352, -84.936175, -84.929748, -84.92998, -84.926195, -84.916688, -84.916268, -84.887761, -84.869451, -84.846438, -84.839788, -84.8125776726808, -84.8126969463956, -84.812698, -84.812787, -84.81305, -84.813464, -84.813549, -84.813558485726, -84.8135585003616, -84.813674, -84.813703, -84.8137551700401, -84.8137726238646, -84.8137825923224, 
-84.813793, -84.813852, -84.8141781084857, -84.814179, -84.8141778888193, -84.81412, -84.814209, -84.814179, -84.814189, -84.8141882212917, -84.8141462875159, -84.8141290653226, -84.927723, -84.927516, -84.937098, -84.937041, -84.945806, -84.946392, -84.946175, 39.801886, 39.813583, 39.822677, 39.824637, 39.827799, 39.82797, 39.82859, 39.831078, 39.833041, 39.841805, 39.867386, 39.874409, 39.87441, 39.87442, 39.874438, 39.87338, 39.87332, 39.873335, 39.903199, 39.902848, 39.902832, 39.90289, 39.902473, 
39.9022052485121, 39.8916779925163, 39.891585, 39.89083, 39.872958, 39.853261, 39.850773, 39.8501962678573, 39.8501953780149, 39.843173, 39.843059, 39.8336173820791, 39.8304586277104, 39.8286545583602, 39.826771, 39.824621, 39.8142403785073, 39.814212, 39.8141590023311, 39.811398, 39.799755, 39.786853, 39.785569, 39.7848031014475, 39.7435591362196, 39.7266202480145, 39.726647, 39.770523, 39.770549, 39.785293, 39.785294, 39.801336, 39.801886)))"
Metropolitan School District Bluffton-Harrison,8445,18,00720,9700000US1800720,1800720,IN,Indiana,00,123879923,1108989,"list(list(c(-85.22267, -85.204147, -85.203198, -85.184139, -85.183903, -85.177513, -85.173663, -85.171252, -85.167642, -85.166703, -85.155983, -85.155016, -85.150714, -85.13709, -85.136242, -85.071006, -85.070302, -85.069609, -85.069455, -85.06943, -85.070385, -85.202315, -85.218633, -85.221317, -85.221368, -85.221361, -85.221326, -85.221694, -85.22267, 40.742606, 40.742514, 40.742511, 40.7426, 40.742591, 40.74251, 40.742487, 40.742478, 40.742493, 40.742401, 40.742402, 40.742402, 40.742409, 40.742446, 
40.742448, 40.743118, 40.74312, 40.686832, 40.679724, 40.655525, 40.655519, 40.654641, 40.654605, 40.654611, 40.658519, 40.660929, 40.662454, 40.683795, 40.742606)))"
